Make,Model,Used/New,FuelType,ExteriorColor,DealType,InteriorColor,Mileage,MinMPG,MaxMPG,Price
Ford,Edge SEL,Used,Gasoline,Burgundy,Good,Ebony,17700,21,28,"$30,998"
Jeep,Grand Cherokee Limited,Jeep Certified,Gasoline,Diamond Black,Great,Black,22303,18,25,"$37,500"
Mazda,CX-5 Grand Touring,Used,Gasoline,Jet Black Mica,Good,Black,27666,24,30,"$29,591"
Nissan,Maxima 3.5 Platinum,Used,Gasoline,Brilliant Silver,Good,Charcoal,16591,21,30,"$28,999"
Acura,MDX Sport Hybrid 3.0L w/Technology Package,Used,Hybrid,Black,Good,Ebony,18168,26,27,"$48,999"
Honda,Civic LX,Used,Gasoline,UNKNOWN,Good,Black,19455,30,38,"$23,999"
BMW,430 Gran Coupe i xDrive,Used,Gasoline,Alpine White,Good,Black,27233,23,33,"$31,998"
Ford,Edge Titanium,Used,Gasoline,Magnetic Metallic,Good,Ebony,14254,21,28,"$33,268"
Volvo,XC60 T6 Inscription,Used,Gasoline,Osmium Gray Metallic,Good,Charcoal,16867,19,27,"$43,920"
BMW,X5 M50i,Used,Gasoline,Phytonic Blue Metallic,Fair,Ivory / Blue,16615,16,22,"$78,595"
Chevrolet,Traverse LT Cloth,Used,Gasoline,Black Cherry Metallic,Great,Jet Black,17802,17,25,"$33,888"
Audi,Q5 S line Premium,Used,Hybrid,Glacier White Metallic,Good,Black,11599,23,28,"$48,340"
Nissan,Rogue SV,Nissan Certified,Gasoline,Brilliant Silver Metallic,Good,Charcoal,12781,25,32,"$29,931"
Porsche,Cayenne S,Used,Gasoline,White,Good,Black,59786,17,24,"$39,983"
BMW,X1 xDrive28i,Used,Gasoline,Black,Fair,Black,43085,22,31,"$31,998"
Land,Rover Range Rover Evoque SE,Used,Gasoline,Eiger Grey,Good,Ebony / Ebony,13075,20,27,"$47,721"
Volvo,S60 T6 R-Design,Volvo Certified,Gasoline,Osmium Gray Metallic,Good,Charcoal,35999,21,32,"$37,995"
Volvo,S60 T6 R-Design,Volvo Certified,Gasoline,Osmium Gray Metallic,Good,Charcoal,37876,21,32,"$37,990"
Alfa,Romeo Giulia Base,Used,Gasoline,Alfa White,Great,Red / Black,10146,24,33,"$35,991"
BMW,430 i,Used,Gasoline,Black,Great,Ivory White,16495,23,34,"$33,998"
Porsche,Macan S,Used,Gasoline,Black,Great,Black,16434,17,23,"$47,900"
BMW,X7 xDrive40i,Used,Gasoline,Black,Fair,Black,46077,20,25,"$66,998"
Alfa,Romeo Stelvio Ti,Used,Gasoline,Vulcano Black Metallic,Fair,Black,34821,22,28,"$32,888"
GMC,Yukon Denali,Used,Gasoline,Satin Steel Metallic,Fair,–,18303,15,20,"$83,955"
Honda,CR-V EX-L,Used,Gasoline,White Diamond Pearl,Good,Black,108533,22,30,"$16,571"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Good,–,24187,18,25,"$41,452"
Tesla,Model 3 Long Range,Used,Electric,Black,Good,Black,35467,120,112,"$56,799"
Porsche,911 Carrera S,Used,Gasoline,Chalk,,–,18990,18,23,"$179,900"
Toyota,RAV4 LE,Used,Gasoline,Black,Good,Black,17652,26,35,"$32,018"
BMW,X3 xDrive30i,Used,Gasoline,Dark Graphite Metallic,Good,Black,48104,24,29,"$39,489"
Audi,e-tron Premium Plus,Used,Electric,Mythos Black Metallic,Great,Black,18169,74,73,"$62,990"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Good,Black,33295,18,25,"$36,699"
BMW,X1 xDrive28i,BMW Certified,Gasoline,Alpine White,Good,Oyster,12319,22,31,"$35,991"
BMW,X3 xDrive30i,Used,Gasoline,Alpine White,Good,Black,37042,22,29,"$37,416"
Mazda,CX-5 Grand Touring,Used,Gasoline,Snowflake White Pearl Mica,Good,Black,13382,24,30,"$35,989"
Jeep,Grand Cherokee Limited,Used,Gasoline,Granite Crystal Metallic,Good,Black,49338,18,25,"$36,995"
Toyota,Tundra SR5,Used,Gasoline,Midnight Black Metallic,Good,Graphite,24829,13,17,"$50,000"
Mercedes-Benz,C-Class C 300,Used,Gasoline,Black,Good,Black,20851,23,34,"$36,735"
Toyota,Tundra SR5,Used,Gasoline,Midnight Black Metallic,Good,Graphite,22724,13,17,"$45,930"
Hyundai,Palisade Calligraphy,Used,Gasoline,Silver,Good,Black,26998,19,26,"$51,527"
Kia,Sportage LX,Used,Gasoline,Pacific Blue,Great,Black,13623,23,30,"$29,000"
Chevrolet,Cruze LS,Used,Gasoline,Black,Great,Black,47937,30,40,"$13,995"
INFINITI,QX50 ESSENTIAL,Used,Gasoline,Black Obsidian,Great,Wheat,41694,24,30,"$33,993"
Cadillac,XT5 Luxury,Cadillac Certified,Gasoline,Crystal White Tri-Coat,Great,Shara Beige,39713,19,26,"$35,619"
Mazda,CX-5 Grand Touring,Used,Gasoline,Deep Crystal Blue Mica,Good,Black,13602,25,31,"$29,500"
BMW,540 i,Used,Gasoline,Blue Metallic,Good,Ivory White,48501,21,29,"$42,480"
Audi,A7 3.0T Prestige,Used,Gasoline,Brilliant Black,Fair,Black,27568,22,29,"$61,390"
Dodge,Durango SXT,Used,Gasoline,White Knuckle Clearcoat,Good,Black,11603,18,25,"$37,599"
Cadillac,XT5 Luxury,Cadillac Certified,Gasoline,Harbor Blue Metallic,Great,Cirrus,34692,18,25,"$36,293"
Jeep,Grand Cherokee Limited,Used,Gasoline,Bright White Clearcoat,Great,Black,54632,18,25,"$30,600"
Honda,CR-V EX-L,Used,Gasoline,White Diamond Pearl,Good,Black,86043,27,33,"$25,977"
Lexus,RX 350 350,Used,Gasoline,Atomic Silver,Good,Black,25494,19,26,"$48,057"
INFINITI,QX30 Premium,Used,Gasoline,White,Good,Graphite,33401,21,30,"$26,500"
GMC,Yukon Denali,Used,Gasoline,Sparkling Silver Metallic,Great,Jet Black,70419,15,22,"$37,993"
Lexus,GX 460 Base,Used,Gasoline,Black,Good,Black,46540,15,18,"$46,000"
GMC,Acadia Denali,Used,Gasoline,White Frost Tri-Coat,Good,Cocoa / Shale,45165,18,25,"$34,500"
Kia,Forte LX,Used,Gasoline,Crimson Red Metallic,Good,Black,19222,26,39,"$17,995"
Ford,Flex SEL,Used,Gasoline,Oxford White,Good,Dark Earth Gray,49484,16,23,"$30,000"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Good,Black,16453,18,25,"$46,598"
Ford,Escape SEL,Used,Gasoline,Agate Black Metallic,Good,–,21651,27,33,"$31,997"
Audi,Q5 45 Premium Plus,Used,Gasoline,Monsoon Gray Metallic,Good,Black,16948,22,28,"$43,995"
Mercedes-Benz,GLC 300 Base 4MATIC,Mercedes-Benz Certified,Gasoline,Black,Good,Black,13004,21,28,"$49,999"
Land,Rover Range Rover Velar P250 SE R-Dynamic,Used,Gasoline,Fuji White,Good,Ebony / Ebony,33069,21,27,"$54,555"
Mercedes-Benz,AMG C 43 Base 4MATIC,Used,Gasoline,Black,Good,Black,39786,20,27,"$43,577"
Lexus,ES 350 Base,Used,Gasoline,Satin Cashmere Metallic,Great,Parchment,23870,21,30,"$34,000"
Cadillac,XT5 Luxury,Used,Gasoline,Crystal White Tri-Coat,Great,Shara Beige,12683,18,25,"$35,999"
Volkswagen,Tiguan 2.0T SEL,Volkswagen Certified,Gasoline,Pure White,Good,Black,11577,21,27,"$34,997"
Subaru,Crosstrek 2.0i Premium,Used,Gasoline,Ice Silver Metallic,Good,Black,45549,27,33,"$26,584"
Cadillac,XT4 Premium Luxury,Used,Gasoline,Crystal White Tri-Coat,Good,Black,44193,22,29,"$36,534"
Porsche,Cayenne Base,Porsche Certified,Gasoline,Quartzite Metallic,Good,Black,39875,19,23,"$66,446"
BMW,X5 xDrive40i,BMW Certified,Gasoline,White,Fair,White,20095,20,26,"$59,999"
Lexus,RX 350,Used,Gasoline,Atomic Silver,Good,Birch,17666,19,26,"$54,000"
Honda,CR-V EX-L,Honda Certified,Gasoline,Gunmetal Metallic,Good,Gray,17078,27,33,"$32,900"
Hyundai,Palisade SEL,Used,Gasoline,Hyper White,Good,Gray,12192,19,26,"$43,622"
INFINITI,QX60 Base,Used,Gasoline,White,Good,Wheat,60265,20,27,"$29,787"
Acura,TLX FWD,Used,Gasoline,Still Night Pearl,Fair,Ebony,35841,23,33,"$31,203"
Buick,Enclave Essence,Used,Gasoline,Ebony Twilight Metallic,Good,Dark Galvanized,13394,0,0,"$36,500"
Ford,Expedition Limited,Used,Gasoline,Agate Black,Good,Medium Stone,34088,17,22,"$58,495"
Honda,CR-V EX-L,Used,Gasoline,Basque Red Pearl II,Good,Gray,40895,27,33,"$29,838"
Toyota,Corolla LE,Toyota Certified,Gasoline,Barcelona Red Metallic,Great,Gray,19124,30,38,"$21,049"
Volkswagen,Passat 2.0T SE,Used,Gasoline,Deep Black Pearl Effect,Good,Titan Black,45199,23,34,"$21,990"
Volvo,S60 T5 Momentum,Used,Gasoline,Black Stone,Fair,Charcoal,43946,24,36,"$32,287"
Nissan,Juke SV,Used,Gasoline,Brilliant Silver,Fair,Nismo,85022,27,32,"$13,499"
Ford,Escape Titanium,Used,Gasoline,White Platinum Tri-Coat Metallic,Good,Charcoal Black,13171,21,27,"$29,913"
Ford,Fusion SEL,Used,Gasoline,White,Good,Black,49354,23,34,"$22,998"
Tesla,Model 3 Long Range,Used,Electric,Midnight Silver Metallic,Good,Black,2224,0,0,"$66,237"
GMC,Sierra 1500 Denali,Used,Gasoline,Onyx Black,Great,Jet Black,39135,15,21,"$43,499"
Tesla,Model X Long Range,Used,Electric,–,Fair,–,44655,99,93,"$97,488"
Mercedes-Benz,AMG C 63 S,Used,Gasoline,Black,Good,Black,20070,17,26,"$79,995"
Mazda,CX-5 Grand Touring,Used,Gasoline,Jet Black Mica,Great,Black,33669,24,30,"$28,995"
Lexus,GX 460 Base,Used,Gasoline,Atomic Silver,Good,Black,14755,15,19,"$59,900"
Volvo,S60 Momentum,Volvo Certified,Gasoline,OSMIUM GREY MET,Fair,Black,25291,24,36,"$36,995"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Carbon Black Metallic,Good,White,23059,20,26,"$59,498"
Lexus,GS 350 Base,Used,Gasoline,Liquid Platinum,Fair,–,36224,19,26,"$36,995"
INFINITI,QX60 Base,Used,Gasoline,Black Obsidian,Good,Graphite,46440,19,26,"$30,739"
Mazda,CX-5 Grand Touring,Used,Gasoline,Snowflake White Pearl Mica,Good,Parchment,30358,24,30,"$32,300"
Lexus,GX 460 Base,Used,Gasoline,Starfire Pearl,Good,Red,19346,15,19,"$54,889"
Audi,Q8 3.0T Premium,Used,Gasoline,Orca Black Metallic,Fair,Saiga Beige,24844,17,22,"$72,800"
Buick,Enclave Essence,Used,Gasoline,Ebony Twilight Metallic,Good,Brandy,31144,18,26,"$32,000"
BMW,M5 Competition,Used,Gasoline,Gray Metallic,Fair,Aragon Brown,17748,15,21,"$96,995"
Kia,Sorento LX,Used,Gasoline,Ebony Black,Good,Stone Beige,32057,21,26,"$27,500"
Chevrolet,Tahoe LT,Used,Gasoline,Black,Good,Jet Black,19981,15,21,"$50,888"
Audi,A7 3.0T Premium Plus,Used,Gasoline,Mythos Black Metallic,Good,Black,37450,20,29,"$48,221"
Lexus,RX 350 RX 350,Used,Gasoline,Eminent White Pearl,Good,Black,13426,19,26,"$50,999"
INFINITI,QX60 Luxe,Used,Gasoline,Graphite Shadow,Good,Graphite,35226,19,26,"$38,977"
Mercedes-Benz,GLS 450 Base 4MATIC,Used,Gasoline,Black,Good,Ginger Beige,28371,16,22,"$58,995"
BMW,M3 CS,Used,Gasoline,Azurite Black Metallic,Fair,Black,53388,17,25,"$56,787"
Honda,CR-V EX-L,Honda Certified,Gasoline,Platinum White Pearl,Good,Ivory,15384,27,32,"$35,600"
BMW,X1 xDrive28i,BMW Certified,Gasoline,Jet Black,Good,Black,21461,22,31,"$31,946"
Honda,CR-V EX-L,Honda Certified,Gasoline,Gunmetal Metallic,Fair,Gray,16249,27,33,"$37,999"
Land,Rover Range Rover Velar P340 SE R-Dynamic,Used,Gasoline,Corris Grey,Great,Ebony / Ebony,23866,18,24,"$54,995"
Mercedes-Benz,C-Class C 300,Used,Gasoline,Lunar Blue Metallic,Great,Saddle Brown / Black,15702,22,31,"$42,861"
Mercedes-Benz,GLA 250 Base 4MATIC,Used,E85 Flex Fuel,Metallic,Good,–,18530,23,31,"$31,951"
Mercedes-Benz,C-Class C 300,Used,Gasoline,Black,Great,Gray,17670,23,34,"$32,498"
Audi,A8 L 4.0T,Used,Gasoline,Glacier White Metallic,Good,Sport,23663,18,29,"$45,995"
Porsche,911 Targa 4S,Porsche Certified,Gasoline,Jet Black Metallic,Good,Black,18070,19,28,"$149,991"
Mercedes-Benz,GLC 300 Base 4MATIC,Mercedes-Benz Certified,Gasoline,Gray Metallic,Good,Black,26326,21,28,"$41,882"
Toyota,RAV4 LE,Used,Gasoline,Electric Storm Blue,Great,Black,19669,22,28,"$27,495"
Chevrolet,Tahoe LTZ,Used,Gasoline,Black,Good,–,80482,15,21,"$28,452"
Land,Rover Range Rover Evoque SE Premium,Used,Gasoline,Fuji White,Fair,Ebony / Lunar,83544,21,30,"$26,212"
BMW,X3 M40i,Used,Gasoline,White,Fair,Black,38516,20,27,"$42,998"
Chevrolet,Tahoe LT,Used,Gasoline,Pepperdust Metallic,Great,Jet Black,49394,16,22,"$42,499"
Audi,A5 2.0T Premium Plus,Used,Gasoline,Mythos Black Metallic,Good,Black,13921,24,31,"$53,777"
Chrysler,300C Base,Used,Gasoline,Billet Silver Metallic Clearcoat,,Black,176504,18,27,"$13,997"
Toyota,Corolla XSE,Used,Gasoline,Black,,–,46357,31,38,"$29,885"
Jeep,Wrangler Unlimited Sahara,Used,Gasoline,Bikini Pearlcoat,Good,Black,28243,17,23,"$46,557"
BMW,330 i,BMW Certified,Gasoline,Blue Metallic,Good,Black,15451,26,36,"$47,062"
Land,Rover Range Rover Velar S,Used,Gasoline,Fuji White,Great,Ebony / Ebony,19449,21,27,"$57,999"
Subaru,Ascent Touring 7-Passenger,Used,Gasoline,Crystal White Pearl,Great,Java Brown,14261,20,26,"$40,990"
RAM,1500 Laramie,Used,Gasoline,Delmonico Red Pearlcoat,Good,Black,43435,19,24,"$47,977"
Honda,Pilot EX-L,Used,Gasoline,Silver,Great,Beige,37252,19,27,"$34,950"
Mercedes-Benz,GLE-Class GLE 350,Used,Gasoline,Diamond Silver Metallic,Good,Crystal Gray,82780,18,24,"$27,995"
Lexus,ES 350 Base,Used,Gasoline,Gray,Good,Flaxen,13449,22,32,"$45,329"
Audi,A6 2.0T Premium Plus,Used,Gasoline,Glacier White Metallic,Good,Nougat Brown,58199,22,31,"$29,577"
Cadillac,XT5 Luxury,Cadillac Certified,Gasoline,Stellar Black Metallic,Good,Kona Brown,17725,19,26,"$39,974"
RAM,1500 Laramie,Used,Gasoline,Diamond Black,Great,Black,19469,19,24,"$55,995"
Cadillac,XT4 Sport,Cadillac Certified,Gasoline,Radiant Silver Metallic,Good,Jet Black,22442,24,30,"$35,902"
Acura,RDX Base,Used,Gasoline,Red,Great,Parchment,33000,20,28,"$17,950"
Jeep,Cherokee Latitude,Used,Gasoline,Diamond Black,Good,Black,37821,22,31,"$24,911"
GMC,Yukon Denali,Used,Gasoline,Dark Sky Metallic,Fair,Teak,19336,15,20,"$83,795"
RAM,1500 Laramie,Used,Gasoline,Billet Silver Metallic Clearcoat,Good,Black,49467,19,24,"$49,864"
Subaru,Ascent Touring 7-Passenger,Used,Gasoline,Crystal Black Silica,Great,Java Brown,40934,20,26,"$38,999"
Lexus,RX 450h RX 450h,Used,Hybrid,Black,Good,–,36873,31,28,"$45,988"
Honda,CR-V EX-L,Used,Gasoline,Sandstone,Good,–,39073,27,33,"$29,995"
RAM,1500 Laramie,Used,Gasoline,Diamond Black,Good,Black,51156,19,24,"$44,495"
RAM,1500 Limited,RAM Certified,Diesel,Diamond Black,Good,Black,17049,15,21,"$66,900"
INFINITI,Q50 3.0t LUXE,Used,Gasoline,Liquid Platinum,Great,Graphite,49291,19,27,"$26,566"
BMW,X1 xDrive28i,Used,Gasoline,Alpine White,Fair,Black,40300,22,31,"$29,988"
Volvo,S60 T6 Momentum,Used,Gasoline,Gray Metallic,Good,Blond,32022,21,32,"$35,509"
Volvo,XC60 T6 Inscription,Used,Gasoline,Onyx Black Metallic,Good,Charcoal,30588,21,27,"$39,989"
BMW,M3 Base,Used,Gasoline,Red,Good,Black,44178,17,26,"$56,900"
Mercedes-Benz,C-Class C 300 4MATIC,Used,Gasoline,Lunar Blue Metallic,Great,–,11204,23,33,"$40,750"
BMW,X5 xDrive40i,Used,Gasoline,Phytonic Blue Metallic,Fair,Amarone,48150,20,26,"$49,995"
Land,Rover Discovery Sport HSE,Used,Gasoline,Narvik Black,Good,Ebony,23802,21,25,"$37,997"
Mazda,CX-5 Touring,Used,Gasoline,Jet Black Mica,Good,Black,15100,25,31,"$27,940"
Jeep,Grand Cherokee Limited,Used,Gasoline,Bright White Clearcoat,Good,Black,46965,18,25,"$40,800"
Ford,Explorer Limited,Used,Gasoline,Shadow Black,Good,Ebony Black,43498,18,25,"$38,177"
Lexus,GX 460 Base,Used,Gasoline,Starfire Pearl,Great,Sepia,33977,15,19,"$56,015"
Ford,Edge Titanium,Used,Gasoline,Magnetic,Good,Ebony,27682,21,29,"$32,992"
Dodge,Durango GT,Used,Gasoline,Granite Clearcoat,Good,Black,51175,18,25,"$34,987"
Jeep,Wrangler Unlimited Sahara Altitude,Used,Gasoline,Black Clearcoat,Fair,Black,17620,17,23,"$58,970"
Jeep,Grand Cherokee Overland,Used,Gasoline,Brilliant Black Crystal Pearl,Great,Black / Saddle,117906,16,22,"$14,998"
Lexus,RX 350 350 PACKAGE!,Used,Gasoline,Nebula Gray Pearl,Good,Black,53239,20,27,"$38,275"
Jeep,Grand Cherokee Altitude,Used,Gasoline,Diamond Black,Great,Black,29170,18,25,"$33,995"
Mercedes-Benz,E-Class E 450 4MATIC,Mercedes-Benz Certified,Gasoline,Black,Good,–,21561,20,28,"$64,994"
Dodge,Durango R/T,Dodge Certified,Gasoline,White Knuckle Clearcoat,Good,Black,19801,14,22,"$49,989"
Chevrolet,Silverado 1500 LT,Used,Gasoline,Black,Good,Black,23114,17,22,"$36,900"
Ford,Escape Titanium,Ford Certified,Gasoline,Black,Great,Charcoal Black,24617,21,27,"$27,999"
Toyota,RAV4 LE,Toyota Certified,Gasoline,Silver Sky Metallic,Good,Black,11545,27,34,"$33,045"
Chevrolet,Equinox 1LT,Used,Gasoline,Iridescent Pearl Tricoat,Great,Jet Black,47626,26,32,"$23,135"
Ford,Fusion SE,Used,Gasoline,Agate Black,Great,Ebony,12783,20,29,"$24,000"
GMC,Acadia SLE-2,Used,Gasoline,Ebony Twilight Metallic,Great,Jet Black,13418,18,25,"$29,343"
Ford,Escape SEL,Used,Gasoline,Magnetic Metallic,Good,Charcoal Black,49608,23,30,"$23,475"
INFINITI,QX80 Luxe,Used,Gasoline,Champagne Quartz,Great,Graphite / Stone,47228,13,19,"$56,990"
Acura,MDX 3.5L w/Technology Package,Used,Gasoline,–,Good,–,25627,20,27,"$44,500"
Kia,Sorento EX,Used,Gasoline,Remington Red,Good,Satin Black,82839,18,26,"$18,994"
Acura,MDX 3.5L,Acura Certified,Gasoline,Majestic Black Pearl,Good,Ebony,24078,20,27,"$41,000"
Kia,Sportage LX,Used,Gasoline,Steel Gray,Great,Gray,49899,23,30,"$19,612"
BMW,X1 xDrive 28i,Used,Gasoline,Alpine White,Good,Black,84089,22,32,"$21,192"
BMW,X2 xDrive28i,BMW Certified,Gasoline,Black Sapphire Metallic,Good,Magma Red,9304,24,31,"$43,495"
Honda,Pilot Touring,Used,Gasoline,Crystal Black Pearl,Fair,–,81203,20,27,"$29,110"
Subaru,Crosstrek 2.0i Limited,Used,Gasoline,Sunshine Orange,Good,Gray,62079,27,33,"$27,588"
Toyota,Highlander Limited,Used,Gasoline,Blizzard Pearl,Great,Gray,15000,20,27,"$47,588"
Mazda,CX-5 Grand Touring Reserve,Used,Gasoline,Deep Crystal Blue Mica,Great,Black,24274,22,27,"$34,081"
Mercedes-Benz,AMG GLC 43 Base 4MATIC,Used,Gasoline,Obsidian Black Metallic,Fair,Saddle Brown / Black,14721,19,25,"$57,900"
Buick,Enclave Premium,Used,Gasoline,Cocoa Metallic,Good,–,57635,17,24,"$16,295"
Cadillac,XT5 Premium Luxury,Used,Gasoline,Shadow Metallic,Great,Jet Black,49489,21,26,"$36,491"
Lexus,ES 350 Base,Used,Gasoline,Satin Cashmere Metallic,Fair,Parchment,52001,21,31,"$23,181"
Lexus,LC 500 Base,Used,Gasoline,Nightfall Mica,Fair,Red,21970,16,25,"$84,990"
Chevrolet,Tahoe LT,Used,Gasoline,Black,Great,Black,69907,15,21,"$38,995"
Hyundai,Tucson SEL,Used,Gasoline,Sage Brown,Good,Beige,19280,21,26,"$26,000"
Mitsubishi,Outlander Sport 2.0 ES,Used,Gasoline,Alloy Silver Metallic,Great,Black,15740,23,29,"$22,995"
INFINITI,QX50 ESSENTIAL,INFINITI Certified,Gasoline,Black Obsidian,Great,Wheat,15436,24,30,"$37,800"
Dodge,Durango GT,Used,Gasoline,Billet Clearcoat Metallic,Good,Black,10953,18,25,"$39,995"
Volvo,XC60 T5 Inscription,Used,Gasoline,Black,Good,Charcoal,21959,20,27,"$40,359"
Nissan,Rogue SL,Used,Gasoline,Brilliant Silver Metallic,Great,Charcoal,17225,25,32,"$24,499"
Toyota,Highlander XLE,Toyota Certified,Gasoline,Midnight Black Metallic,Great,Black,33630,20,26,"$37,999"
Volkswagen,Golf R 2.0T w/DCC & Navigation,Volkswagen Certified,Gasoline,Indium Gray Metallic,Good,Titan Black,7742,23,30,"$41,928"
Mercedes-Benz,GLC 300 Base 4MATIC,Used,Gasoline,Mojave Silver Metallic,Good,Black,38637,22,27,"$37,230"
BMW,X1 xDrive28i,BMW Certified,Gasoline,Sunset Orange Metallic,Fair,Black,31985,22,31,"$33,703"
Audi,A4 2.0T Premium Plus,Used,Gasoline,Manhattan Gray Metallic,Fair,Black,86942,24,31,"$26,979"
Jeep,Cherokee Limited,Used,Gasoline,Granite Crystal Clearcoat Metallic,Great,Black,19897,19,27,"$29,778"
Jeep,Cherokee Limited,Used,Gasoline,Diamond Black,Great,Black,15397,19,27,"$29,989"
Honda,CR-V EX-L,Honda Certified,Gasoline,Sonic Gray Pearl,Good,Black,10969,27,32,"$35,797"
Jeep,Compass Trailhawk,Used,Gasoline,Silver,Great,Ruby Red,47312,22,30,"$23,999"
Porsche,Macan S,Porsche Certified,Gasoline,Blue,Good,–,39726,18,23,"$64,900"
BMW,740 i,BMW Certified,Gasoline,Alpine White,Good,Cognac,31649,22,29,"$65,988"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Black Sapphire Metallic,Good,–,42072,20,26,"$49,987"
BMW,X5 xDrive40i,Used,Gasoline,Gray,Fair,Black,26862,20,26,"$56,998"
Tesla,Model 3 Performance,Used,Gasoline,Blue,Great,White / Black,4407,118,107,"$66,450"
Honda,HR-V LX,Used,Gasoline,Modern Steel Metallic,Good,Black,16471,28,34,"$27,999"
Chevrolet,Spark LS,Chevrolet Certified,Gasoline,Raspberry,Good,–,19470,30,38,"$16,995"
Toyota,RAV4 LE,Used,Gasoline,Galactic Aqua,Good,–,32067,23,30,"$28,895"
Subaru,Outback 2.5i Limited,Used,Gasoline,Carbide Gray Metallic,Good,Black,25488,25,32,"$29,857"
Buick,Encore Essence,Used,Gasoline,Ebony Twilight Metallic,Great,Ebony,48450,25,30,"$21,050"
Dodge,Journey Crossroad,Used,Gasoline,Billet Clearcoat,Great,Black / Red,63324,19,25,"$16,204"
Subaru,Forester Touring,Used,Gasoline,Crystal Black Silica,Good,Saddle Brown,34851,26,33,"$35,995"
Mercedes-Benz,C-Class C 300 4MATIC,Used,Gasoline,Black,Good,–,31934,22,33,"$35,495"
Chevrolet,Suburban LT,Used,Gasoline,Satin Steel Metallic,Great,Jet Black,59613,14,21,"$47,998"
Chevrolet,Equinox 1LT,Used,Gasoline,Cajun Red Tintcoat,Good,Jet Black,45081,25,30,"$29,991"
Toyota,Corolla LE,Toyota Certified,Gasoline,CELESTITE,Good,–,15027,30,38,"$28,891"
Lexus,GX 460 Base,Used,Gasoline,Nebula Gray Pearl,Good,Black,48476,15,20,"$37,795"
Mazda,CX-5 Grand Touring,Used,Gasoline,Snowflake White Pearl Metallic,Good,Black,108339,24,31,"$21,988"
Subaru,Ascent Limited 8-Passenger,Used,Gasoline,Crystal Black Silica,Great,Ivory,64602,20,26,"$30,000"
Honda,Pilot Special Edition,Honda Certified,Gasoline,Crystal Black Pearl,Good,Black,19806,19,26,"$45,357"
Toyota,Tundra SR5,Used,Gasoline,Midnight Black Metallic,Great,Graphite,22208,13,17,"$48,700"
Jeep,Grand Cherokee Altitude,Used,Gasoline,Diamond Black,Good,Black,15588,19,26,"$44,000"
Mercedes-Benz,GLE 350 Base 4MATIC,Used,Gasoline,Polar White,Fair,Black,11615,19,26,"$66,988"
Toyota,4Runner TRD Pro,Used,Gasoline,Midnight Black Metallic,Good,Black / Graphite,36123,16,19,"$57,487"
Toyota,Highlander XLE,Used,Gasoline,Midnight Black,Good,–,34206,21,29,"$42,000"
BMW,X3 sDrive30i,Used,Gasoline,Jet Black,Good,Black,34572,25,29,"$42,480"
Audi,A3 1.8T Premium Plus,Used,Gasoline,Black,Great,Black,33780,24,35,"$19,450"
Subaru,Outback 2.5i Limited,Used,Gasoline,Crystal White Pearl,Good,Black,48604,25,32,"$29,988"
RAM,1500 Laramie,Used,Gasoline,Granite Crystal Clearcoat Metallic,Good,Black,51959,19,24,"$45,611"
Acura,MDX 3.5L Technology Package,Used,Gasoline,Silver Moon,Good,–,89883,20,28,"$23,291"
Nissan,Armada SL,Used,Gasoline,Black,Great,–,48462,14,19,"$37,397"
Acura,MDX 3.5L,Used,Gasoline,Gunmetal Metallic,Great,Ebony,23640,20,27,"$39,998"
Mercedes-Benz,E-Class E 300 Sport,Used,Gasoline,Black,Good,Brown,69560,22,30,"$30,998"
Jeep,Grand Cherokee Limited,Used,Gasoline,Bright White Clearcoat,Good,Black,80202,19,26,"$30,372"
Subaru,Forester Sport,Used,Gasoline,Ice Silver Metallic,Fair,Gray,15659,26,33,"$34,998"
Honda,CR-V Touring,Honda Certified,Gasoline,Platinum White Pearl,Good,Black,13136,27,33,"$35,386"
GMC,Acadia Denali,Used,Gasoline,Ebony Twilight Metallic,Good,Jet Black,49509,17,25,"$40,497"
Ford,Fusion SEL,Used,Gasoline,Iconic Silver Metallic,Great,Ebony,45713,23,34,"$23,750"
Toyota,Tacoma Base,Used,Gasoline,Blue Ribbon Metallic,Good,Graphite,59669,19,24,"$22,700"
Hyundai,Tucson SE,Used,Gasoline,Black Noir Pearl,Great,Gray,43709,23,30,"$21,199"
Toyota,RAV4 XLE Premium,Used,Gasoline,–,Good,–,12164,25,33,"$35,791"
Mercedes-Benz,C-Class C 300 4MATIC,Used,Gasoline,Gray Metallic,Great,–,37441,22,33,"$32,998"
Land,Rover Range Rover Velar S R-Dynamic,Used,Gasoline,Silicon Silver,Fair,Ebony / Ebony,24300,21,27,"$67,995"
Honda,CR-V EX-L,Used,Gasoline,Lunar Silver Metallic,Good,Gray,11446,27,33,"$33,404"
Ford,Explorer Limited,Used,Flex Fuel Capability,White,Great,White,38425,17,23,"$24,500"
Ford,Fusion Titanium,Used,Gasoline,Black,Great,Ebony,13687,21,31,"$27,444"
Audi,A5 2.0T Premium Plus,Used,Gasoline,Glacier White Metallic,Good,Rock Gray / Granite Gray,14998,23,34,"$40,500"
